cast,country,Year,Quarter,Month,Day,description,duration,director,listed_in,rating,release_year,show_id,title,type
Pihu Myra Vishwakarma,India,2019,Qtr 2,June,15,"A two-year-old must fend for herself when her mother suddenly passes away while her father is gone for a conference, leaving her prone to danger.",90 min,Vinod Kapri,"Dramas, Independent Movies, International Movies",TV-14,2018,s4858,Pihu,Movie
"Pilar Pascual, JosÃ© Gimenez Zapiola, Renata Toscano, Santiago Saez, Carmela Barsamian, Paulo SÃ¡nchez Lima, Daniel Rosado, Laura Azcurra, GastÃ³n Ricaud, Florencia BenÃ­tez, Majo Cardozo",Argentina,2019,Qtr 4,November,15,"MÃ­a's vacation with her dad is disrupted by the surprise arrival of Lupe, Mercedes, Juanma and Ãlvaro as their school drama moves lakeside.",60 min,Mauro Scandolari,"Children & Family Movies, Music & Musicals",TV-PG,2019,s2450,GO! The Unforgettable Party,Movie
"Piolo Pascual, Sarah Geronimo, Rio Locsin, Dennis Padilla, Badjie Mortiz, Teddy Corpuz, Anna Luna, Jett Pangan, Cris Villonco, Maris Racal",Philippines,2019,Qtr 1,February,27,A rock musician and a law student whose true passion is music fall in love and pursue a romance that complicates both of their blossoming careers.,118 min,Dan Villegas,"Dramas, International Movies, Music & Musicals",TV-MA,2015,s6179,The Breakup Playlist,Movie
"Piolo Pascual, Toni Gonzaga, Iza Calzado",Philippines,2019,Qtr 1,March,7,"An architecture student and a history professor fall in love, pursue a dream, split up and bump into each other years later. Can there be a second chance?",128 min,Olivia M. Lamasan,"Dramas, International Movies, Romantic Movies",TV-14,2014,s5801,Starting Over Again,Movie
"Piotr Cyrwus, MikoÅ‚aj Kubacki, Anna Radwan, Marian DziÄ™dziel, Jan Nowicki, Juliusz ChrzÄ…stowski, MaÅ‚gorzata Krzysica, Jacek Strama",Poland,2020,Qtr 1,February,14,"As a son deals with his own struggles, he must calm his father's obsession with fishing before his outlandish behavior ruins the entire family.",33 min,MichaÅ‚ Tylka,"Comedies, Dramas, Independent Movies",TV-MA,2017,s2111,Fanatyk,Movie
"PJ McCabe, Brianne Moncrief, Sarah Baldwin, Jim Cummings, Heidi Niedermeyer, Neville Archambault",United States,2016,Qtr 3,August,13,"Young parents-to-be Claire and Ryan move into a suburban rental home, unaware that someone is secretly watching their every move via hidden cameras.",90 min,Victor Zarcoff,"Horror Movies, Independent Movies, Thrillers",NR,2015,s63,13 Cameras,Movie
"Pongsak Pongsuwan, Note Chern-Yim, Sarawut Phumthong, Savika Chaiyadej, Somlek Sakdikul, Petchtai Wongkamlao",Thailand,2018,Qtr 3,July,25,"Formerly a troubled youth, a monk is given charge of a Buddhist temple neglected by superstitious villagers under the spell of a fake psychic.",92 min,Note Chern-Yim,"Comedies, Faith & Spirituality, International Movies",TV-14,2005,s6460,The Holy Man,Movie
"Poonam Dhillon, Supriya Pathak, Sunny Singh, Sonalli Sehgall, Rajendra Sethi, Veer Rajwant Singh, Danish Husain, Alok Nath",India,2020,Qtr 1,March,14,"Sick of keeping their love a secret from their constantly bickering mothers, a young couple seeks to uncover the cause of the womenâ€™s longstanding war.",101 min,Navjot Gulati,"Comedies, International Movies, Romantic Movies",TV-MA,2020,s3112,Jai Mummy Di,Movie
Pope Francis,"Switzerland, Vatican City, Italy, Germany, France",2019,Qtr 1,January,3,"Documentary filmmaker Wim Wenders travels the world with Pope Francis, recording the controversial pontiff's humanist views in a sharply divided age.",96 min,Wim Wenders,"Documentaries, Faith & Spirituality, International Movies",PG,2018,s4909,Pope Francis: A Man of His Word,Movie
"Prabhas, Rana Daggubati, Anushka Shetty, Tamannaah Bhatia, Sathyaraj, Nassar, Ramya Krishnan, Sudeep",India,2017,Qtr 3,August,7,Villagers in the kingdom of Mahismati rescue a baby who is destined to embark on a heroic quest in this Hindi version of S.S. Rajamouli's epic.,159 min,S.S. Rajamouli,"Action & Adventure, Dramas, International Movies",TV-14,2015,s661,Baahubali: The Beginning (Hindi Version),Movie
"Prabhas, Rana Daggubati, Anushka Shetty, Tamannaah Bhatia, Sathyaraj, Ramya Krishnan, Nassar, Subbaraju",India,2017,Qtr 3,August,7,"To avenge his father's death, a young man leads an army into battle against a cruel tyrant in this Hindi conclusion to the historic saga.",165 min,S.S. Rajamouli,"Action & Adventure, Dramas, International Movies",TV-MA,2017,s657,Baahubali 2: The Conclusion (Hindi Version),Movie
"Prabhas, Shraddha Kapoor, Jackie Shroff, Chunky Pandey, Neil Nitin Mukesh, Arun Vijay, Vennela Kishore, Murli Sharma, Lal, Prakash Belawadi, Mahesh Manjrekar, Tinnu Anand",India,2019,Qtr 4,December,8,"In a fictional megalopolis, a stunning underworld theft triggers a fierce power struggle among the gangsters, with an enigmatic cop on their trail.",172 min,Sujeeth,"Action & Adventure, International Movies",TV-14,2019,s5326,Saaho,Movie
"Prabhu Deva, Kay Kay Menon, Ganesh Acharya, Dharmesh Yelande, Salman, Lauren Gottlieb, Noorin Sha, Punit Pathak",India,2018,Qtr 4,November,1,"Thrown out of the elite dance studio he founded, Vishnu's spirits rebound when he sees young street dancers prepping for an annual contest.",136 min,Remo D'Souza,"Dramas, International Movies",TV-14,2013,s280,ABCD: Any Body Can Dance,Movie
"Prabhu Deva, Varun Dhawan, Shraddha Kapoor, Lauren Gottlieb, Sushant Pujari, Punit Pathak, Dharmesh Yelande, Raghav Juyal",India,2018,Qtr 4,November,1,"After being accused of cheating on a reality TV show, a dance troupe seeks to redeem itself by winning the World Hip-Hop Dance Championship.",146 min,Remo D'Souza,"Dramas, International Movies, Music & Musicals",TV-14,2015,s279,ABCD 2,Movie
"Prakash Bare, Arun Kumar, Kulappulli Leela, Sangeetha Mohan, Kochu Preman",India,2018,Qtr 3,July,1,"When a late poet leaves behind his property to a young man, the man's brother suspects the poet may have been more than just a family friend.",116 min,Vineeth Anil,"Dramas, International Movies",TV-14,2017,s3329,Kaviyude Osyath,Movie
"Prakash Raj, Shreya Reddy, Ashok Selvan",India,2018,Qtr 2,May,1,"Seven strangers anxiously waiting for their HIV test results decide to bribe the clinic receptionist to get them early, learning one is positive.",101 min,Priyadarshan,"Dramas, International Movies",TV-14,2016,s5711,Sometimes,Movie
"Pranav Ratheesh, Maria Yohannan, Askar Ameer, Tini Tom, Anjali Nair, Krishna Prabha, Sudhi Koppa, Nandhan Unni",India,2018,Qtr 3,July,1,"An auto rickshaw driver harbors a deep affection for a young woman, but his troubled past threatens to stand between them.",104 min,Saheed Arafath,"Dramas, International Movies, Romantic Movies",TV-14,2017,s7033,Theeram,Movie
"Prasanna, Cheran, Haripriya, Nikhita, Suma Bhattacharya, Jayaprakash",India,2018,Qtr 4,October,1,"When jingle composer Nanda's car breaks down on his way to Chennai, he hitchhikes there with Arjun, who tries to rope Nanda into a shady deal.",134 min,Rajan Madhav,"Action & Adventure, International Movies",TV-14,2011,s4287,Muran,Movie
"Prasenjit Chatterjee, Payel Sarkar, Indrasish Roy, Kanchan Mullick, Kharaj Mukherjee, Gargi Roychowdhury, Deepankar De, Biswajit Chakraborty, Bharat Kaul, Rajat Ganguly",India,2017,Qtr 3,September,1,"Under a government initiative, a retired alcoholic soccer player is sent to establish a soccer team in a politically troubled area.",155 min,Parambrata Chatterjee,"Dramas, International Movies, Sports Movies",TV-14,2015,s3720,Lorai: Play to Live,Movie
"Prashant Prakash, Kalki Koechlin, Prakash Raj, Gulshan Devaiah, Valeriya Polyanychko",India,2019,Qtr 1,February,15,"On the incandescent shores of Goa, a young man tumbles down a mind-bending â€“ and soon dangerous â€“ series of trips after taking hallucinatory drugs.",104 min,Shanawaz Nellikunnil,"Dramas, Independent Movies, International Movies",TV-MA,2017,s1200,Candyflip,Movie
"Prashantt Guptha, Gaurav Paswala, Gaurav Kothari, Disha Kapoor, Niharica Raizada, Ashrut Jain, Darshan Machamada",India,2017,Qtr 4,November,1,"Six friends decide to undertake a grueling mountain trek, only to find that the difficulties in store for them are not merely physical.",103 min,Bharat Jain,"Horror Movies, International Movies, Thrillers",TV-MA,2014,s130,6-5=2,Movie
"Prateik, Amyra Dastur, Ravi Kishan, Prashant Narayanan, Rajeshwari Sachdev, Neena Gupta, Makarand Deshpande, Vineet Kumar Singh, Amit Sial, Prashantt Guptha, Sudhir Pandey, Evelyn Sharma, Sandeep Bose",India,2018,Qtr 1,March,1,Two young lovers in Banaras are caught in the crossfire of a feud between their powerful families and a political climate destroying their city.,140 min,Manish Tiwary,"Dramas, International Movies, Music & Musicals",TV-MA,2013,s3073,Issaq,Movie
"Prateik, Kalki Koechlin, Arjun Mathur, Shruti Seth, Makrand Deshpande, Divya Dutta, Rajendranath Zutshi, Amin Hajee, Karim Hajee, Shakeel Khan",India,2018,Qtr 4,October,1,A bright-eyed villager comes face-to-face with the gritty realities of modern-day Mumbai when he sets out to find his childhood friend.,100 min,Raaghav Dar,"Comedies, International Movies, Sci-Fi & Fantasy",TV-14,2011,s4319,My Friend Pinto,Movie
"Pratik Gandhi, Kimberley Louisa McBeath, Asif Basra, Kavi Shastri, Hetal Puniwala, Ragi Jani, Makarand Shukla, Alok Gagdekar, Jayesh More, Siddharth Randeria, Kenneth Desai",India,2017,Qtr 4,October,1,The life of a chauffeur and part-time bootlegger takes a turn toward the dramatic when a girl approaches him to buy illicit alcohol.,140 min,Mikhil Musale,"Dramas, International Movies",TV-MA,2016,s7677,Wrong Side Raju,Movie
"Preechaya Pongthananikorn, Sunny Suwanmethanont, Sora Aoi, Puttachat Pongsuchat, Popetorn Soonthornyanakij",Thailand,2018,Qtr 3,September,5,"Desperate to go to the U.S. to win back his girlfriend, Yim hires a tutor to teach him English. But things don't go according to plan.",116 min,Mez Tharatorn,"Comedies, International Movies, Romantic Movies",TV-14,2014,s2912,I Fine... Thank You... Love You,Movie
"Preity Zinta, Saif Ali Khan, Anupam Kher, Farida Jalal, Chandrachur Singh",India,2018,Qtr 2,April,1,A young university student's world is shaken after her brief involvement with a wealthy playboy results in her pregnancy.,149 min,Kundan Shah,"Dramas, International Movies, Romantic Movies",TV-PG,2000,s3478,Kya Kehna,Movie
"Prilly Latuconsina, Sandrinna Michelle, Shareefa Daanish, Indra Brotolaras, Kinaryosih, Inggrid Widjanarko, Asha Kenyeri Bermudez, Wesley Andrew, Kevin Bzezovski Taroreh, Gamaharitz",Indonesia,2019,Qtr 1,March,27,"Adapted from a best-selling novel, this horror film shows Risa befriending ghosts until an evil spirit tries to take her sister to the other side.",75 min,Awi Suryadi,"Horror Movies, International Movies",TV-MA,2017,s1606,Danur: I Can See Ghosts,Movie
"Prisia Nasution, Nyungsang Bungo, Rukman Rosadi, Nadhira Suryadi, Ines Somellera",Indonesia,2018,Qtr 4,October,30,An idealistic young woman travels to the jungles of Indonesia to teach literacy â€“ and much more â€“ to local children.,90 min,Riri Riza,"Dramas, International Movies",TV-PG,2013,s6522,The Jungle School,Movie
"Prisia Nasution, Oka Antara, Slamet Rahardjo, Dewi Irawan, Lukman Sardi, Tio Pakusadewo",Indonesia,2018,Qtr 4,December,8,"Orphaned by a tragedy that took the lives of her parents, Srintil grows up in a poor Indonesian village aspiring to be a sacred dancer.",105 min,Ifa Isfansyah,"Dramas, International Movies, Romantic Movies",TV-MA,2011,s6265,The Dancer,Movie
"Priti Sapru, Nirmal Rishi, Jordan Sandhu, Prabh Grewal, Karamjit Anmol, Harby Sangha, Gurmeet Sajan, Prince Kanwaljit Singh",India,2019,Qtr 3,August,23,"In this zany comedy, a man is torn between the girl he loves and the respective women his warring mother and grandmother have chosen for him to marry.",133 min,Rai Yuvraj Bains,"Comedies, Dramas, International Movies",TV-PG,2019,s3274,Kaake Da Viyah,Movie
"Priya Bapat, Siddarth Jadhav, Umesh Kamat, Sai Tamhankar, Vandana Gupte",India,2018,Qtr 1,January,1,"Personality differences, an old friend and a past flame poke holes in the way a husband and wife perceive their marriage.",125 min,Sameer Vidwans,"Comedies, Dramas, International Movies",TV-14,2013,s7095,Time Please,Movie
"Priyamvada Krishnan, Vinayakan, Roshan Mathew, Dileesh Pothan, Manoj K. Jayan, Lal, Irshad Ali, Sunitha",India,2020,Qtr 1,February,8,"When his partner in crime goes missing, a small-time crookâ€™s life is transformed as he dedicates himself to raising the daughter his friend left behind.",139 min,Shanavas K. Bavakutty,"Comedies, Dramas, International Movies",TV-14,2019,s7063,Thottappan,Movie
"Priyanka Bose, Vaibhav Raj Gupta, Santosh Juvekar, Anangsha Biswas, Ankit Raaj, Kashmira Irani, Kailash Waghmare, Vipin Sharma",India,2018,Qtr 4,December,19,"Entangling the lives of a movie star, a chauffeur, a prostitute and a pimp, this bold drama reveals ugly truths beneath Mumbaiâ€™s glitzy veneer.",90 min,Samit Kakkad,"Dramas, Independent Movies, International Movies",TV-MA,2018,s594,Ascharyachakit!,Movie
"Priyanka Chopra, Darshan Kumar, Sunil Thapa, Kenny Basumatary, Shishir Sharma, Robin Das, Rajni Basumatary, Lin Laishram, Shakti Singh",India,2020,Qtr 3,July,5,The daughter of a poor rice farmer overcomes the objections of her father and the demands of a male-dominated society to pursue a career in boxing.,120 min,Omung Kumar,"Dramas, International Movies, Sports Movies",TV-PG,2014,s3973,Mary Kom,Movie
"Priyanka Chopra, Kangana Ranaut, Mugdha Godse, Arbaaz Khan, Arjan Bajwa, Raj Babbar, Kiran Juneja, Samir Soni",India,2018,Qtr 3,August,2,A small-town girl finally realizes her dream of becoming a famous supermodel but soon finds there's a price for her glamorous new life.,158 min,Madhur Bhandarkar,"Dramas, International Movies",TV-MA,2008,s2120,Fashion,Movie
"Priyanka Chopra, Neil Nitin Mukesh, John Abraham, Irrfan Khan, Aleksandr Dyachenko, Annu Kapoor, Naseeruddin Shah, Vivaan Shah, Usha Uthup, Konkona Sen Sharma",India,2018,Qtr 3,August,2,"Spiced liberally with black comedy, this Bollywood drama follows the lethal love life of a woman who marries numerous men â€“ only to find them flawed.",148 min,Vishal Bhardwaj,"Dramas, International Movies, Thrillers",TV-MA,2011,s137,7 Khoon Maaf,Movie
"Priyanshu Painyuli, Chandrachoor Rai, Shadab Kamal, Rajeev Siddhartha, Sheetal Thakur, Ninad Kamat, Swati Semwal, Eijaz Khan",India,2019,Qtr 4,October,18,"Hoping to do good while making millions, three college graduates create a startup. But as business begins to flourish, their own bond starts to fray.",112 min,Udai Singh Pawar,"Comedies, Dramas, International Movies",TV-14,2019,s7372,Upstarts,Movie
"Pulkit Samrat, Ashok Pathak, Tanvir Singh, Amita Pathak, Sunil Shetty, Rajendra Sethi, Mohan Kapoor",India,2020,Qtr 3,July,5,"When a small-town wedding videographer falls in love, he decides he needs to make more money and turns to shooting sexy videos â€“ with mixed results.",117 min,Supavitra Babul,"Comedies, Dramas, International Movies",TV-14,2012,s944,Bittoo Boss,Movie
"Pulkit Samrat, Manjot Singh, Ali Fazal, Varun Sharma, Richa Chadda, Priya Anand, Vishakha Singh, Pankaj Tripathi",India,2019,Qtr 4,December,15,Four young male friends tackle the challenges and unexpected catastrophes of growing up clueless in this music-packed Bollywood teen drama.,135 min,Mrighdeep Singh Lamba,"Action & Adventure, Comedies, Dramas",TV-14,2013,s2306,Fukrey,Movie
"Pulkit Samrat, Yuvika Chaudhry, Jimmy Shergill, Supriya Karnik, Kriti Kharbanda, Satish Kaushik",India,2019,Qtr 4,December,31,"Quick to throw punches in the name of justice, a young man must find a calmer way to win over the pacifist father of the girl he wishes to marry.",130 min,Ashu Trikha,"Comedies, Dramas, International Movies",TV-14,2018,s7397,Veerey Ki Wedding,Movie
"Purab Kohli, Arjan Bajwa, Mrinalini Sharma, Sameer Kochhar, Ayaz Khan, Amruta Patki, Pavail Gulati, Prashant, Amol Mhatre",India,2018,Qtr 1,March,1,"Years after an accident at a wild Christmas party traumatized them all, six former friends find themselves trapped in a shopping mall and forced by a killer disguised as Santa Claus to play a lethal game of hide-and-seek.",96 min,Shawn Arranha,"Horror Movies, International Movies, Thrillers",TV-14,2010,s2722,Hide & Seek,Movie
"Purab Kohli, Tannishtha Chatterjee, Kirti Kulhari, Yashpal Sharma, Mukul Dev, Saidah Jules, Ravi Gossain, Rahul Singh",India,2017,Qtr 4,October,15,A gifted young man from a drought-stricken village helps a group of ecologists find water for migrating flamingoes.,132 min,Girish Malik,"Dramas, Independent Movies, International Movies",TV-14,2013,s3117,Jal,Movie
"Purav Bhandare, Anupam Kher, Rahul Bose, Victor Banerjee, Ankush Dubey, Rasika Dugal, Rahul Khanna, Sana Shaikh, Dheirya Sonecha, Fatima Sana Shaikh, Sarika",India,2018,Qtr 3,July,15,"After his family's donkey is confiscated by a moneylender, 8-year-old Tahaan travels across conflict-torn Kashmir to find his beloved pet.",95 min,Santosh Sivan,"Dramas, International Movies",TV-14,2008,s5958,Tahaan,Movie
